Image_ID,Well_ID,Well,Row,Col,Field_ID,Field,PositionX,PositionY,PositionZ,PositionX (um),PositionX (pixels),PositionY (um),PositionY (pixels),PositionZ (um),PositionZ (pixels),min_bbox_PositionX (um),max_bbox_PositionX (um),min_bbox_PositionY (um),max_bbox_PositionY (um),bbox_coords
0202K1F21P3R2,0202,B02,2,2,F21,21,-0.001845183,0.001435143,1e-06,-1845.183,-19439.996,1435.143,15120.004,1.0,10.536,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P3R3,0202,B02,2,2,F21,21,-0.001845183,0.001435143,1e-06,-1845.183,-19439.996,1435.143,15120.004,1.0,10.536,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P3R4,0202,B02,2,2,F21,21,-0.001845183,0.001435143,1e-06,-1845.183,-19439.996,1435.143,15120.004,1.0,10.536,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P4R1,0202,B02,2,2,F21,21,-0.001845183,0.001435143,2e-06,-1845.183,-19439.996,1435.143,15120.004,2.0,21.071,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P4R2,0202,B02,2,2,F21,21,-0.001845183,0.001435143,2e-06,-1845.183,-19439.996,1435.143,15120.004,2.0,21.071,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P4R3,0202,B02,2,2,F21,21,-0.001845183,0.001435143,2e-06,-1845.183,-19439.996,1435.143,15120.004,2.0,21.071,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P4R4,0202,B02,2,2,F21,21,-0.001845183,0.001435143,2e-06,-1845.183,-19439.996,1435.143,15120.004,2.0,21.071,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P5R1,0202,B02,2,2,F21,21,-0.001845183,0.001435143,3e-06,-1845.183,-19439.996,1435.143,15120.004,3.0,31.607,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P5R2,0202,B02,2,2,F21,21,-0.001845183,0.001435143,3e-06,-1845.183,-19439.996,1435.143,15120.004,3.0,31.607,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P5R3,0202,B02,2,2,F21,21,-0.001845183,0.001435143,3e-06,-1845.183,-19439.996,1435.143,15120.004,3.0,31.607,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P5R4,0202,B02,2,2,F21,21,-0.001845183,0.001435143,3e-06,-1845.183,-19439.996,1435.143,15120.004,3.0,31.607,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P6R1,0202,B02,2,2,F21,21,-0.001845183,0.001435143,4e-06,-1845.183,-19439.996,1435.143,15120.004,4.0,42.142,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P6R2,0202,B02,2,2,F21,21,-0.001845183,0.001435143,4e-06,-1845.183,-19439.996,1435.143,15120.004,4.0,42.142,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P6R3,0202,B02,2,2,F21,21,-0.001845183,0.001435143,4e-06,-1845.183,-19439.996,1435.143,15120.004,4.0,42.142,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P6R4,0202,B02,2,2,F21,21,-0.001845183,0.001435143,4e-06,-1845.183,-19439.996,1435.143,15120.004,4.0,42.142,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P7R1,0202,B02,2,2,F21,21,-0.001845183,0.001435143,5e-06,-1845.183,-19439.996,1435.143,15120.004,5.0,52.678,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P7R2,0202,B02,2,2,F21,21,-0.001845183,0.001435143,5e-06,-1845.183,-19439.996,1435.143,15120.004,5.0,52.678,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P7R3,0202,B02,2,2,F21,21,-0.001845183,0.001435143,5e-06,-1845.183,-19439.996,1435.143,15120.004,5.0,52.678,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F21P7R4,0202,B02,2,2,F21,21,-0.001845183,0.001435143,5e-06,-1845.183,-19439.996,1435.143,15120.004,5.0,52.678,-1947.6931853068734,-1742.6728146931266,1332.6328146931266,1537.6531853068734,"-1947.7,1332.6,-1742.7,1537.7"
0202K1F22P1R1,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,-1e-06,-2460.245,-25920.006,-615.061,-6479.999,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P1R2,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,-1e-06,-2460.245,-25920.006,-615.061,-6479.999,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P1R3,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,-1e-06,-2460.245,-25920.006,-615.061,-6479.999,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P1R4,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,-1e-06,-2460.245,-25920.006,-615.061,-6479.999,-1.0,-10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P2R1,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,0.0,-2460.245,-25920.006,-615.061,-6479.999,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P2R2,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,0.0,-2460.245,-25920.006,-615.061,-6479.999,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P2R3,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,0.0,-2460.245,-25920.006,-615.061,-6479.999,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P2R4,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,0.0,-2460.245,-25920.006,-615.061,-6479.999,0.0,0.0,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P3R1,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,1e-06,-2460.245,-25920.006,-615.061,-6479.999,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P3R2,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,1e-06,-2460.245,-25920.006,-615.061,-6479.999,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P3R3,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,1e-06,-2460.245,-25920.006,-615.061,-6479.999,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P3R4,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,1e-06,-2460.245,-25920.006,-615.061,-6479.999,1.0,10.536,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P4R1,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,2e-06,-2460.245,-25920.006,-615.061,-6479.999,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P4R2,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,2e-06,-2460.245,-25920.006,-615.061,-6479.999,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P4R3,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,2e-06,-2460.245,-25920.006,-615.061,-6479.999,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P4R4,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,2e-06,-2460.245,-25920.006,-615.061,-6479.999,2.0,21.071,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P5R1,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,3e-06,-2460.245,-25920.006,-615.061,-6479.999,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P5R2,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,3e-06,-2460.245,-25920.006,-615.061,-6479.999,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P5R3,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,3e-06,-2460.245,-25920.006,-615.061,-6479.999,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P5R4,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,3e-06,-2460.245,-25920.006,-615.061,-6479.999,3.0,31.607,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P6R1,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,4e-06,-2460.245,-25920.006,-615.061,-6479.999,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P6R2,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,4e-06,-2460.245,-25920.006,-615.061,-6479.999,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P6R3,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,4e-06,-2460.245,-25920.006,-615.061,-6479.999,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P6R4,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,4e-06,-2460.245,-25920.006,-615.061,-6479.999,4.0,42.142,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P7R1,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,5e-06,-2460.245,-25920.006,-615.061,-6479.999,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P7R2,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,5e-06,-2460.245,-25920.006,-615.061,-6479.999,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P7R3,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,5e-06,-2460.245,-25920.006,-615.061,-6479.999,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F22P7R4,0202,B02,2,2,F22,22,-0.002460245,-0.000615061,5e-06,-2460.245,-25920.006,-615.061,-6479.999,5.0,52.678,-2562.7551853068735,-2357.7348146931263,-717.5711853068735,-512.5508146931265,"-2562.8,-717.6,-2357.7,-512.6"
0202K1F23P1R1,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,-1e-06,-2255.224,-23759.999,-615.061,-6479.999,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P1R2,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,-1e-06,-2255.224,-23759.999,-615.061,-6479.999,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P1R3,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,-1e-06,-2255.224,-23759.999,-615.061,-6479.999,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P1R4,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,-1e-06,-2255.224,-23759.999,-615.061,-6479.999,-1.0,-10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P2R1,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,0.0,-2255.224,-23759.999,-615.061,-6479.999,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P2R2,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,0.0,-2255.224,-23759.999,-615.061,-6479.999,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P2R3,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,0.0,-2255.224,-23759.999,-615.061,-6479.999,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P2R4,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,0.0,-2255.224,-23759.999,-615.061,-6479.999,0.0,0.0,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P3R1,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,1e-06,-2255.224,-23759.999,-615.061,-6479.999,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P3R2,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,1e-06,-2255.224,-23759.999,-615.061,-6479.999,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P3R3,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,1e-06,-2255.224,-23759.999,-615.061,-6479.999,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P3R4,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,1e-06,-2255.224,-23759.999,-615.061,-6479.999,1.0,10.536,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P4R1,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,2e-06,-2255.224,-23759.999,-615.061,-6479.999,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P4R2,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,2e-06,-2255.224,-23759.999,-615.061,-6479.999,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P4R3,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,2e-06,-2255.224,-23759.999,-615.061,-6479.999,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P4R4,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,2e-06,-2255.224,-23759.999,-615.061,-6479.999,2.0,21.071,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P5R1,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,3e-06,-2255.224,-23759.999,-615.061,-6479.999,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P5R2,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,3e-06,-2255.224,-23759.999,-615.061,-6479.999,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P5R3,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,3e-06,-2255.224,-23759.999,-615.061,-6479.999,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P5R4,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,3e-06,-2255.224,-23759.999,-615.061,-6479.999,3.0,31.607,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P6R1,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,4e-06,-2255.224,-23759.999,-615.061,-6479.999,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P6R2,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,4e-06,-2255.224,-23759.999,-615.061,-6479.999,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P6R3,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,4e-06,-2255.224,-23759.999,-615.061,-6479.999,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P6R4,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,4e-06,-2255.224,-23759.999,-615.061,-6479.999,4.0,42.142,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P7R1,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,5e-06,-2255.224,-23759.999,-615.061,-6479.999,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P7R2,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,5e-06,-2255.224,-23759.999,-615.061,-6479.999,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P7R3,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,5e-06,-2255.224,-23759.999,-615.061,-6479.999,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F23P7R4,0202,B02,2,2,F23,23,-0.002255224,-0.000615061,5e-06,-2255.224,-23759.999,-615.061,-6479.999,5.0,52.678,-2357.7341853068738,-2152.7138146931266,-717.5711853068735,-512.5508146931265,"-2357.7,-717.6,-2152.7,-512.6"
0202K1F24P1R1,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,-1e-06,-2050.204,-21600.003,-615.061,-6479.999,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P1R2,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,-1e-06,-2050.204,-21600.003,-615.061,-6479.999,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P1R3,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,-1e-06,-2050.204,-21600.003,-615.061,-6479.999,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P1R4,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,-1e-06,-2050.204,-21600.003,-615.061,-6479.999,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P2R1,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,0.0,-2050.204,-21600.003,-615.061,-6479.999,0.0,0.0,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P2R2,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,0.0,-2050.204,-21600.003,-615.061,-6479.999,0.0,0.0,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P2R3,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,0.0,-2050.204,-21600.003,-615.061,-6479.999,0.0,0.0,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P2R4,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,0.0,-2050.204,-21600.003,-615.061,-6479.999,0.0,0.0,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P3R1,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,1e-06,-2050.204,-21600.003,-615.061,-6479.999,1.0,10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P3R2,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,1e-06,-2050.204,-21600.003,-615.061,-6479.999,1.0,10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P3R3,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,1e-06,-2050.204,-21600.003,-615.061,-6479.999,1.0,10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P3R4,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,1e-06,-2050.204,-21600.003,-615.061,-6479.999,1.0,10.536,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P4R1,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,2e-06,-2050.204,-21600.003,-615.061,-6479.999,2.0,21.071,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P4R2,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,2e-06,-2050.204,-21600.003,-615.061,-6479.999,2.0,21.071,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P4R3,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,2e-06,-2050.204,-21600.003,-615.061,-6479.999,2.0,21.071,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P4R4,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,2e-06,-2050.204,-21600.003,-615.061,-6479.999,2.0,21.071,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P5R1,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,3e-06,-2050.204,-21600.003,-615.061,-6479.999,3.0,31.607,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P5R2,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,3e-06,-2050.204,-21600.003,-615.061,-6479.999,3.0,31.607,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P5R3,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,3e-06,-2050.204,-21600.003,-615.061,-6479.999,3.0,31.607,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P5R4,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,3e-06,-2050.204,-21600.003,-615.061,-6479.999,3.0,31.607,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P6R1,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,4e-06,-2050.204,-21600.003,-615.061,-6479.999,4.0,42.142,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P6R2,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,4e-06,-2050.204,-21600.003,-615.061,-6479.999,4.0,42.142,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P6R3,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,4e-06,-2050.204,-21600.003,-615.061,-6479.999,4.0,42.142,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P6R4,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,4e-06,-2050.204,-21600.003,-615.061,-6479.999,4.0,42.142,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P7R1,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,5e-06,-2050.204,-21600.003,-615.061,-6479.999,5.0,52.678,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
