Image_ID,Well_ID,Well,Row,Col,Field_ID,Field,PositionX,PositionY,PositionZ,PositionX (um),PositionX (pixels),PositionY (um),PositionY (pixels),PositionZ (um),PositionZ (pixels),min_bbox_PositionX (um),max_bbox_PositionX (um),min_bbox_PositionY (um),max_bbox_PositionY (um),bbox_coords
0202K1F24P7R2,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,5e-06,-2050.204,-21600.003,-615.061,-6479.999,5.0,52.678,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P7R3,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,5e-06,-2050.204,-21600.003,-615.061,-6479.999,5.0,52.678,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F24P7R4,0202,B02,2,2,F24,24,-0.002050204,-0.000615061,5e-06,-2050.204,-21600.003,-615.061,-6479.999,5.0,52.678,-2152.714185306874,-1947.6938146931268,-717.5711853068735,-512.5508146931265,"-2152.7,-717.6,-1947.7,-512.6"
0202K1F25P1R1,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,-1e-06,-1845.183,-19439.996,-615.061,-6479.999,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P1R2,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,-1e-06,-1845.183,-19439.996,-615.061,-6479.999,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P1R3,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,-1e-06,-1845.183,-19439.996,-615.061,-6479.999,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P1R4,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,-1e-06,-1845.183,-19439.996,-615.061,-6479.999,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P2R1,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,0.0,-1845.183,-19439.996,-615.061,-6479.999,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P2R2,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,0.0,-1845.183,-19439.996,-615.061,-6479.999,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P2R3,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,0.0,-1845.183,-19439.996,-615.061,-6479.999,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P2R4,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,0.0,-1845.183,-19439.996,-615.061,-6479.999,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P3R1,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,1e-06,-1845.183,-19439.996,-615.061,-6479.999,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P3R2,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,1e-06,-1845.183,-19439.996,-615.061,-6479.999,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P3R3,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,1e-06,-1845.183,-19439.996,-615.061,-6479.999,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P3R4,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,1e-06,-1845.183,-19439.996,-615.061,-6479.999,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P4R1,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,2e-06,-1845.183,-19439.996,-615.061,-6479.999,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P4R2,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,2e-06,-1845.183,-19439.996,-615.061,-6479.999,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P4R3,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,2e-06,-1845.183,-19439.996,-615.061,-6479.999,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P4R4,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,2e-06,-1845.183,-19439.996,-615.061,-6479.999,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P5R1,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,3e-06,-1845.183,-19439.996,-615.061,-6479.999,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P5R2,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,3e-06,-1845.183,-19439.996,-615.061,-6479.999,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P5R3,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,3e-06,-1845.183,-19439.996,-615.061,-6479.999,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P5R4,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,3e-06,-1845.183,-19439.996,-615.061,-6479.999,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P6R1,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,4e-06,-1845.183,-19439.996,-615.061,-6479.999,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P6R2,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,4e-06,-1845.183,-19439.996,-615.061,-6479.999,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P6R3,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,4e-06,-1845.183,-19439.996,-615.061,-6479.999,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P6R4,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,4e-06,-1845.183,-19439.996,-615.061,-6479.999,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P7R1,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,5e-06,-1845.183,-19439.996,-615.061,-6479.999,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P7R2,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,5e-06,-1845.183,-19439.996,-615.061,-6479.999,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P7R3,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,5e-06,-1845.183,-19439.996,-615.061,-6479.999,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F25P7R4,0202,B02,2,2,F25,25,-0.001845183,-0.000615061,5e-06,-1845.183,-19439.996,-615.061,-6479.999,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-717.5711853068735,-512.5508146931265,"-1947.7,-717.6,-1742.7,-512.6"
0202K1F26P1R1,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,-1e-06,-1640.163,-17280.0,-820.082,-8640.005,-1.0,-10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P1R2,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,-1e-06,-1640.163,-17280.0,-820.082,-8640.005,-1.0,-10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P1R3,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,-1e-06,-1640.163,-17280.0,-820.082,-8640.005,-1.0,-10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P1R4,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,-1e-06,-1640.163,-17280.0,-820.082,-8640.005,-1.0,-10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P2R1,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,0.0,-1640.163,-17280.0,-820.082,-8640.005,0.0,0.0,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P2R2,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,0.0,-1640.163,-17280.0,-820.082,-8640.005,0.0,0.0,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P2R3,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,0.0,-1640.163,-17280.0,-820.082,-8640.005,0.0,0.0,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P2R4,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,0.0,-1640.163,-17280.0,-820.082,-8640.005,0.0,0.0,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P3R1,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,1e-06,-1640.163,-17280.0,-820.082,-8640.005,1.0,10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P3R2,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,1e-06,-1640.163,-17280.0,-820.082,-8640.005,1.0,10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P3R3,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,1e-06,-1640.163,-17280.0,-820.082,-8640.005,1.0,10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P3R4,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,1e-06,-1640.163,-17280.0,-820.082,-8640.005,1.0,10.536,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P4R1,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,2e-06,-1640.163,-17280.0,-820.082,-8640.005,2.0,21.071,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P4R2,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,2e-06,-1640.163,-17280.0,-820.082,-8640.005,2.0,21.071,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P4R3,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,2e-06,-1640.163,-17280.0,-820.082,-8640.005,2.0,21.071,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P4R4,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,2e-06,-1640.163,-17280.0,-820.082,-8640.005,2.0,21.071,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P5R1,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,3e-06,-1640.163,-17280.0,-820.082,-8640.005,3.0,31.607,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P5R2,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,3e-06,-1640.163,-17280.0,-820.082,-8640.005,3.0,31.607,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P5R3,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,3e-06,-1640.163,-17280.0,-820.082,-8640.005,3.0,31.607,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P5R4,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,3e-06,-1640.163,-17280.0,-820.082,-8640.005,3.0,31.607,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P6R1,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,4e-06,-1640.163,-17280.0,-820.082,-8640.005,4.0,42.142,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P6R2,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,4e-06,-1640.163,-17280.0,-820.082,-8640.005,4.0,42.142,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P6R3,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,4e-06,-1640.163,-17280.0,-820.082,-8640.005,4.0,42.142,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P6R4,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,4e-06,-1640.163,-17280.0,-820.082,-8640.005,4.0,42.142,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P7R1,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,5e-06,-1640.163,-17280.0,-820.082,-8640.005,5.0,52.678,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P7R2,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,5e-06,-1640.163,-17280.0,-820.082,-8640.005,5.0,52.678,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P7R3,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,5e-06,-1640.163,-17280.0,-820.082,-8640.005,5.0,52.678,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F26P7R4,0202,B02,2,2,F26,26,-0.001640163,-0.000820082,5e-06,-1640.163,-17280.0,-820.082,-8640.005,5.0,52.678,-1742.6731853068734,-1537.6528146931266,-922.5921853068735,-717.5718146931265,"-1742.7,-922.6,-1537.7,-717.6"
0202K1F27P1R1,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,-1e-06,-1845.183,-19439.996,-820.082,-8640.005,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P1R2,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,-1e-06,-1845.183,-19439.996,-820.082,-8640.005,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P1R3,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,-1e-06,-1845.183,-19439.996,-820.082,-8640.005,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P1R4,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,-1e-06,-1845.183,-19439.996,-820.082,-8640.005,-1.0,-10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P2R1,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,0.0,-1845.183,-19439.996,-820.082,-8640.005,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P2R2,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,0.0,-1845.183,-19439.996,-820.082,-8640.005,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P2R3,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,0.0,-1845.183,-19439.996,-820.082,-8640.005,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P2R4,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,0.0,-1845.183,-19439.996,-820.082,-8640.005,0.0,0.0,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P3R1,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,1e-06,-1845.183,-19439.996,-820.082,-8640.005,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P3R2,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,1e-06,-1845.183,-19439.996,-820.082,-8640.005,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P3R3,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,1e-06,-1845.183,-19439.996,-820.082,-8640.005,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P3R4,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,1e-06,-1845.183,-19439.996,-820.082,-8640.005,1.0,10.536,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P4R1,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,2e-06,-1845.183,-19439.996,-820.082,-8640.005,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P4R2,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,2e-06,-1845.183,-19439.996,-820.082,-8640.005,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P4R3,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,2e-06,-1845.183,-19439.996,-820.082,-8640.005,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P4R4,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,2e-06,-1845.183,-19439.996,-820.082,-8640.005,2.0,21.071,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P5R1,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,3e-06,-1845.183,-19439.996,-820.082,-8640.005,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P5R2,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,3e-06,-1845.183,-19439.996,-820.082,-8640.005,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P5R3,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,3e-06,-1845.183,-19439.996,-820.082,-8640.005,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P5R4,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,3e-06,-1845.183,-19439.996,-820.082,-8640.005,3.0,31.607,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P6R1,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,4e-06,-1845.183,-19439.996,-820.082,-8640.005,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P6R2,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,4e-06,-1845.183,-19439.996,-820.082,-8640.005,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P6R3,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,4e-06,-1845.183,-19439.996,-820.082,-8640.005,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P6R4,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,4e-06,-1845.183,-19439.996,-820.082,-8640.005,4.0,42.142,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P7R1,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,5e-06,-1845.183,-19439.996,-820.082,-8640.005,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P7R2,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,5e-06,-1845.183,-19439.996,-820.082,-8640.005,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P7R3,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,5e-06,-1845.183,-19439.996,-820.082,-8640.005,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F27P7R4,0202,B02,2,2,F27,27,-0.001845183,-0.000820082,5e-06,-1845.183,-19439.996,-820.082,-8640.005,5.0,52.678,-1947.6931853068734,-1742.6728146931266,-922.5921853068735,-717.5718146931265,"-1947.7,-922.6,-1742.7,-717.6"
0202K1F28P1R1,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,-1e-06,-2050.204,-21600.003,-820.082,-8640.005,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P1R2,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,-1e-06,-2050.204,-21600.003,-820.082,-8640.005,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P1R3,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,-1e-06,-2050.204,-21600.003,-820.082,-8640.005,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P1R4,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,-1e-06,-2050.204,-21600.003,-820.082,-8640.005,-1.0,-10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P2R1,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,0.0,-2050.204,-21600.003,-820.082,-8640.005,0.0,0.0,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P2R2,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,0.0,-2050.204,-21600.003,-820.082,-8640.005,0.0,0.0,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P2R3,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,0.0,-2050.204,-21600.003,-820.082,-8640.005,0.0,0.0,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P2R4,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,0.0,-2050.204,-21600.003,-820.082,-8640.005,0.0,0.0,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P3R1,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,1e-06,-2050.204,-21600.003,-820.082,-8640.005,1.0,10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P3R2,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,1e-06,-2050.204,-21600.003,-820.082,-8640.005,1.0,10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P3R3,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,1e-06,-2050.204,-21600.003,-820.082,-8640.005,1.0,10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
0202K1F28P3R4,0202,B02,2,2,F28,28,-0.002050204,-0.000820082,1e-06,-2050.204,-21600.003,-820.082,-8640.005,1.0,10.536,-2152.714185306874,-1947.6938146931268,-922.5921853068735,-717.5718146931265,"-2152.7,-922.6,-1947.7,-717.6"
